timestamp,theta_0,theta_1,theta_2
2022-07-25 19:52:33,1.179097067985888,2.2666864001749376,1.3703808073689463
2022-07-25 19:52:54,1.179097067985888,2.2666864001749376,1.3703808073689463
2022-07-25 19:58:36,1.7489239538692591,3.452268943988536,0.2879919046622397
2022-07-25 19:58:54,1.0530660108292644,2.369038292065427,1.2893202761291171
2022-07-25 19:59:08,0.932945671171754,3.7474097870342353,5.543462779491868
2022-07-25 19:59:14,5.124411523504797,0.0775225601202176,0.6489196136080473
2022-07-25 19:59:16,4.162249333243411,1.0175282112294737,5.5635670862801385
2022-07-25 20:02:42,4.457873293634544,1.08617943129019,5.334619817936809
2022-07-25 20:02:43,4.467325486828925,0.91533553676777,5.053276999821707
2022-07-25 20:02:44,3.7915931280754824,0.1844170129017063,6.026690901716584
2022-07-25 20:02:45,0.8639640388456726,2.2717155857021782,1.073010496726293
2022-07-25 20:02:46,0.8763429152127938,3.221647331935247,5.116163304406181
