timestamp,J1_base,J2_shoulder,J3_elbow
2022-07-26 12:13:55,4.638551255606739,6.129256246563412,1.3864412928347538
2022-07-26 12:14:00,5.099609406612903,6.117562262712854,0.210130081678921
2022-07-26 12:14:16,4.264988932670826,5.651018541709727,0.3886945554358132
2022-07-26 12:14:45,4.207742513788738,5.838555586147966,1.3548370079922356
2022-07-26 12:15:00,3.9722150901928894,5.795896216060867,0.792708859932821
2022-07-26 12:15:04,4.959782116375607,5.84269762175778,0.8099168424637821
2022-07-26 12:15:27,4.923628376808884,5.829215226247646,0.9560144339918626
2022-07-26 12:15:43,4.034336511955276,5.862786979385414,1.1508151434102258
2022-07-26 12:15:47,4.013451439639767,5.797792759171755,0.3183562205794502
2022-07-26 12:15:53,4.587850861028009,5.582006944286668,0.7197019851151442
2022-07-26 12:16:07,5.016878853196332,5.925947974559147,0.3978593029022871
2022-07-26 12:16:10,4.817856172105371,5.682588081417626,0.7119107735933778
2022-07-26 12:16:35,4.559361559059249,6.270095440743982,1.337688979914822
2022-07-26 12:16:52,4.81746832529524,5.720428196481012,1.0381067704917584
2022-07-26 12:16:56,4.499024459132699,5.989053872304778,1.4582322077352516
2022-07-26 12:17:00,4.478759034498107,5.886780434803298,1.4550278773636205
2022-07-26 12:17:20,4.02387802649268,5.735382028565406,0.7677053982139758
2022-07-26 12:17:37,5.098293274303446,6.107505105821596,0.2487377054884317
2022-07-26 12:17:50,4.531601031466434,6.01808762590853,1.449613081216535
2022-07-26 12:18:12,4.8620140296678365,6.000269949205576,1.223658616640643
2022-07-26 12:18:19,4.454908258086199,5.566001684372353,0.7259741221632634
2022-07-26 12:18:28,4.384256160714855,5.630554706823318,1.2441226923716628
2022-07-26 12:18:31,4.512117133341247,5.690376051428183,0.168796725057975
2022-07-26 12:18:37,4.392702588253903,5.906388902523874,1.4547506270472117
2022-07-26 12:18:38,4.922439574052597,6.007323401528423,1.1198259437502098
2022-07-26 12:19:20,4.393055674820625,5.56218139715036,0.7944176564856643
2022-07-26 12:19:26,4.99465928999287,6.14036304673483,0.9818002864827788
2022-07-26 12:19:28,4.56315924454918,6.076790220827232,1.4303335934046797
2022-07-26 12:19:48,4.640620270663802,6.005043967254097,1.4136898085183471
2022-07-26 12:19:59,4.690669224523831,5.716756354370807,0.207264523146454
2022-07-26 12:20:03,4.972449918361405,5.93587590491914,0.1045468797896301
2022-07-26 12:20:04,4.665224311416208,5.674042251056221,0.3270166453971448
2022-07-26 12:20:16,4.361124981336825,5.885028272457221,1.4457885641306585
2022-07-26 12:21:18,4.073862019954013,5.692444038251325,0.7192420673964821
2022-07-26 12:21:22,3.902413105738715,5.888522346203354,0.6262427319201623
2022-07-26 12:21:29,4.500669413302636,5.682808865977648,0.1922383707654352
2022-07-26 12:21:40,4.581667855604876,6.130335119861003,1.4054584339088652
2022-07-26 12:21:41,4.734147654815708,5.718603507829071,0.2576690430823408
2022-07-26 12:22:16,4.462106840244006,5.559469190812089,0.9241669299401636
2022-07-26 12:22:34,5.056555644911928,5.993738740740608,0.5618328840128158
2022-07-26 12:22:45,4.597675126443842,5.576548162249237,0.9000174833353672
2022-07-26 14:08:25.943154,3.7735363850006025,6.237602995933176,0.4021304940025694
2022-07-26 14:08:35.464871,4.860909939932229,5.747201667096902,0.97736563706181
2022-07-26 14:08:37.908697,4.187488553771476,6.249769464978609,1.2847867457009885
2022-07-26 14:08:37.948751,4.173462601621471,5.654090773956974,0.5290784260997713
2022-07-26 14:08:44.464572,4.327375958821442,6.106631073380369,1.417425443115866
2022-07-26 14:08:53.113919,4.383164363911145,5.835621477354287,1.4365936821358236
2022-07-26 14:08:59.970062,5.041496429242137,5.987897560008552,0.2554372581256588
2022-07-26 14:09:06.574943,5.041140906494829,5.960529182663152,0.4564831136900215
2022-07-26 14:09:17.827960,4.739096798571748,6.210069765339449,1.2939924595311212
2022-07-26 14:09:20.455769,4.636259445873275,5.725492080792517,0.1259933952984913
2022-07-26 14:09:28.019739,4.1657537651809005,5.883769584679936,1.3376483169031337
2022-07-26 14:09:28.809096,5.124097394806102,6.256190348314497,0.4814917528667189
2022-07-26 14:09:28.832643,4.334307658208844,5.693285534183973,1.3209759315072107
2022-07-26 14:09:34.036990,4.786641855868744,5.824160638852692,0.0071609638321978
2022-07-26 14:09:38.873132,4.146007170693689,6.051662630102033,1.334125312778877
2022-07-26 14:09:46.896753,4.05978389934254,6.106977222693612,1.2356606893099118
2022-07-26 14:09:58.189047,4.031432270737857,5.74768219006585,0.4877685451021006
2022-07-26 14:09:59.334848,4.801094817277171,5.669154243683837,0.7737795846345041
2022-07-26 14:10:01.770546,4.603454969886959,5.958187504555895,1.434678535630523
2022-07-26 14:10:09.868440,4.451137893800879,5.862446852995684,1.4503535126268898
2022-07-26 14:10:21.623052,5.037027191845263,5.971655315212184,0.691580219259743
2022-07-26 14:10:25.526026,5.13215845653965,6.237795996241834,0.3677557588292678
2022-07-26 14:10:28.416354,3.817080728839753,6.147004419896879,0.6699190162696899
2022-07-26 14:10:33.974163,4.036528819443622,5.880525805674291,1.1647951099886864
2022-07-26 14:10:39.247185,4.286089932632242,5.670295346104642,1.2561938147218994
2022-07-26 14:10:45.277710,4.524004654535218,6.174367247160498,1.401675224091531
2022-07-26 14:10:48.454014,4.670144744758677,5.853701168648806,1.3767915675534117
2022-07-26 14:10:54.733362,4.071699396520227,5.704344512127526,0.5719488944485316
2022-07-26 14:10:58.602973,3.779503311080023,6.189378667262581,0.2871002094811173
2022-07-26 14:11:05.381456,4.642084681550947,5.722396833068096,1.3067808912309131
2022-07-26 14:11:25.495187,4.233898679504866,5.961514036286633,1.3991934412994873
2022-07-26 14:11:28.317393,3.878683411435648,5.94951040380506,0.3217059075057921
2022-07-26 14:11:29.340161,4.858850632478009,5.8377976037814205,0.0902734026160543
2022-07-26 14:11:30.298545,4.0020053830496,5.879153014645446,1.0973360712126496
2022-07-26 14:11:53.214173,4.727317360615386,5.764033494699184,0.0961993668716808
2022-07-26 14:11:56.687910,5.034567544519463,5.947716039096834,0.5199345881764562
2022-07-26 14:12:02.043981,4.33331835053394,5.610989533073091,0.5023999511724221
2022-07-26 14:12:04.822688,4.219889490774579,5.672690187486996,1.1954352939529274
2022-07-26 14:12:11.230634,4.472962687034212,5.921537181150091,1.4589470238618378
2022-07-26 14:12:12.014231,5.121535321542625,6.193205457122841,0.1828889993745692
2022-07-26 14:12:13.987380,4.922033046185257,6.0022048368208605,1.1196063161026677
2022-07-26 14:12:16.240511,4.707144313479719,5.99327277657083,1.3774739191571834
2022-07-26 14:12:22.777523,4.044183329618636,6.172448947322915,1.1986386071772688
2022-07-26 14:12:23.101934,4.862191212878614,5.724294737671356,0.847942109195456
2022-07-26 14:12:26.265163,4.9352936159162,5.92517279132992,0.020509183436408
2022-07-26 14:12:46.888145,4.68416118120312,5.755575128632603,1.3071726411794349
2022-07-26 14:12:47.505971,4.496641938827964,5.926138144526094,1.459443512885128
2022-07-26 14:12:49.239392,3.969169807239359,5.866201070062371,0.9926633794479696
2022-07-26 14:13:12.654050,4.533770899251087,5.641443529717457,1.2551719729150013
2022-07-26 14:13:14.716446,3.801584212678139,6.164662165381848,0.0593231175249453
2022-07-26 14:13:31.447418,4.898945122668732,5.978451429996412,1.1564763387410109
2022-07-26 14:13:50.132563,4.159735534149474,6.146875099997399,1.3182063403770652
2022-07-26 14:13:56.971228,4.2953059480189495,5.709532770543387,0.1519748752119617
2022-07-26 14:14:00.685202,5.075626543357009,6.127196408996944,0.710481690378523
2022-07-26 14:14:07.681572,5.0766531350879776,6.227655104642742,0.732671864959938
2022-07-26 14:14:08.276447,4.38352376015141,6.277900053991257,1.3383412604380782
2022-07-26 14:14:21.773807,4.891211220403688,5.779826907630726,0.4032663958193633
2022-07-26 14:14:32.204159,4.110153780421982,5.738367415354549,0.2911594402332213
2022-07-26 14:14:34.026534,4.7319846566002735,5.669829587896696,1.1062712688242784
2022-07-26 14:14:34.196266,4.475108447013033,5.558500210001093,0.9264074132380582
2022-07-26 14:14:36.467731,4.900741192009485,5.9256333371177226,1.133276547613672
2022-07-26 14:14:52.024880,4.10983621797286,5.935611140209478,1.2941222848334712
2022-07-26 14:14:54.649376,5.099428835221763,6.177121950372378,0.0048887285889053
2022-07-26 14:15:00.884778,4.033330622342994,5.884556701446406,1.162948355958476
