timestamp,J1_base,J2_shoulder,J3_elbow,J4_wrist1,J5_wrist2
2022-07-19 15:51:50,-0.0095501467585563,2.2210700511932373,-0.8108022848712366,-0.097156826649801,1.504351019859314
2022-07-19 15:51:53,-0.0094227623194456,2.120742082595825,-0.8115571180926722,-0.0963786284076135,1.5043076276779177
2022-07-19 15:51:59,-0.1031960844993591,2.262241840362549,-0.811934773121969,-0.0967047850238245,1.5043030977249146
2022-07-19 15:52:43,-0.1032731309533119,2.239499092102051,-0.8641231695758265,-0.0971358458148401,1.504150390625
2022-07-19 15:53:11,0.1221814975142479,2.0077226161956787,-0.6365674177752894,-0.0941603819476526,1.5040990114212036
2022-07-19 15:53:13,0.1209763586521148,2.076200246810913,-0.6366446653949183,-0.0942862669574182,1.504122018814087
2022-07-19 15:53:17,0.2739641368389129,2.077343225479126,-0.6371520201312464,-0.0943549315081995,1.5041260719299316
2022-07-19 15:53:35,0.0240950062870979,2.0918214321136475,-0.8697126547442835,-0.0954001585589807,1.504115104675293
2022-07-19 15:54:47,0.0241520442068576,1.948491334915161,-0.99341327348818,-0.8951647917376917,1.5063449144363403
2022-07-19 15:54:49,0.0241059716790914,1.9507410526275637,-0.8978441397296351,-0.8955195585833948,1.5063472986221311
2022-07-19 15:54:51,0.0240367110818624,1.9515085220336916,-0.6845510641681116,-0.895395580922262,1.5063680410385132
2022-07-19 15:54:56,0.2760588824748993,1.9501395225524905,-0.6284931341754358,-0.895416561757223,1.5062412023544312
2022-07-19 15:54:58,0.2639883160591125,1.9498610496521,-0.5619681517230433,-0.895487133656637,1.5062977075576782
2022-07-19 15:55:03,0.2640631794929504,1.951710820198059,-0.8455799261676233,-0.8953231016742151,1.5063203573226929
2022-07-19 15:55:06,0.3555027842521667,1.952009916305542,-0.8456772009478968,-0.8952811400042933,1.5062757730484009
2022-07-19 18:17:57,-0.246896430850029,2.1416962146759033,-0.5320833365069788,-1.7051718870746058,-0.10028865188360214
2022-07-19 18:18:08,-0.24690108001232147,2.1412482261657715,-0.45924073854555303,-1.7052519957171839,-0.10029534250497818
2022-07-19 18:18:14,-0.24697734415531158,2.1423332691192627,-0.5941718260394495,-1.7051051298724573,-0.10031438618898392
2022-07-19 18:18:16,-0.24702169001102448,2.1452691555023193,-0.7839162985431116,-1.7045157591449183,-0.10029347240924835
2022-07-19 18:18:18,-0.2469988316297531,2.1466355323791504,-0.8083117643939417,-1.704315487538473,-0.10027974098920822
2022-07-19 18:18:20,-0.2470095008611679,2.147003412246704,-0.9258025328265589,-1.7038844267474573,-0.10030081123113632
2022-07-19 18:18:28,-0.24713878333568573,2.2504220008850098,-1.0376666227923792,-1.702564541493551,-0.10026807337999344
2022-07-19 18:18:31,-0.2468116581439972,2.2981083393096924,-1.0370333830462855,-1.7021296660052698,-0.1002967581152916
2022-07-19 18:18:37,-0.24329130351543427,2.3359732627868652,-1.0338671843158167,-1.7021315733539026,-0.10028862208127975
2022-07-19 18:18:50,-0.24667949974536896,2.3737950325012207,-0.8601306120501917,-1.7020533720599573,-0.10029328614473343
2022-07-19 18:18:52,-0.24670666456222534,2.376016616821289,-0.7332900206195276,-1.7021506468402308,-0.10027991980314255
2022-07-19 18:18:54,-0.24661241471767426,2.3781774044036865,-0.5843074957477015,-1.7024310270892542,-0.10032591223716736
2022-07-19 18:18:56,-0.24663428962230682,2.3783347606658936,-0.37451488176454717,-1.7029555479632776,-0.10030246526002884
2022-07-19 18:18:58,-0.24662615358829498,2.377082109451294,-0.2719205061541956,-1.7039302031146448,-0.10025860369205475
2022-07-19 18:19:00,-0.24665775895118713,2.3759262561798096,-0.13054114976991826,-1.7048915068255823,-0.10031207650899887
2022-07-19 18:19:06,-0.24617664515972137,2.524921178817749,-0.13197070757021123,-1.7047026793109339,-0.10034022480249405
2022-07-19 18:19:09,-0.24756944179534912,2.6098484992980957,-0.13277084032167608,-1.704376522694723,-0.10030224174261093
2022-07-19 18:19:10,-0.24660645425319672,2.630746841430664,-0.13282758394350225,-1.7043727079974573,-0.1003866195678711
2022-07-19 18:19:15,-0.24671798944473267,2.630986213684082,0.07231903076171875,-1.704895321522848,-0.10031896829605103
2022-07-19 18:19:19,-0.2466367483139038,2.6300435066223145,0.17855405807495117,-1.705414120350973,-0.10027298331260681
2022-07-19 18:19:25,-0.06871340423822403,2.63027024269104,0.17874383926391602,-1.7055075804339808,-0.10028655081987381
2022-07-19 18:19:29,-0.06244582310318947,2.630793333053589,0.11139869689941406,-1.7054179350482386,-0.10031339526176453
2022-07-19 18:19:34,-0.062424030154943466,2.6294944286346436,0.2624220848083496,-1.7060835997210901,-0.10030297189950943
2022-07-19 18:19:36,-0.06237761303782463,2.628559112548828,0.3490629196166992,-1.706796948109762,-0.10030076652765274
2022-07-19 18:19:43,-0.062386173754930496,2.7020511627197266,0.3482856750488281,-1.7069934050189417,-0.10029322654008865
